Month,Customer,Region,SalesChannel,CustomerSegment,Product,Category,Qty,Price,Cost,CompetitorPrice,PriceIncreaseHistory,PromotionFlag,Revenue,TotalCost,Profit,MarginPct
2025-11,Customer 11,West Indonesia,Modern Trade,Distributor,SKU 19,Personal Care,310,36663,25931,37161,5%,Y,11365530,8038610,3326920,0.2927
2025-11,Customer 11,West Indonesia,General Trade,Distributor,SKU 17,Personal Care,447,26428,19325,25573,0%,N,11813316,8638275,3175041,0.2688
2025-11,Customer 11,West Indonesia,General Trade,Distributor,SKU 14,Frozen,219,12632,9506,12274,3%,N,2766408,2081814,684594,0.2475
2025-11,Customer 11,West Indonesia,Online,Distributor,SKU 16,Frozen,958,44835,36042,46700,0%,N,42951930,34528236,8423694,0.1961
2025-11,Customer 11,West Indonesia,Modern Trade,Distributor,SKU 10,Dairy,1154,45239,34091,44140,0%,N,52205806,39341014,12864792,0.2464
2025-11,Customer 11,West Indonesia,Online,Distributor,SKU 11,Dairy,1190,9754,6649,9190,3%,N,11607260,7912310,3694950,0.3183
2025-11,Customer 11,West Indonesia,Modern Trade,Distributor,SKU 04,Beverage,445,19742,14631,20303,0%,Y,8785190,6510795,2274395,0.2589
2025-11,Customer 11,West Indonesia,General Trade,Distributor,SKU 01,Beverage,703,21969,15969,23107,8%,Y,15444207,11226207,4218000,0.2731
2025-11,Customer 11,West Indonesia,Online,Distributor,SKU 13,Frozen,987,10014,7442,10055,0%,N,9883818,7345254,2538564,0.2568
2025-11,Customer 12,West Indonesia,General Trade,Retailer,SKU 17,Personal Care,469,24629,19838,24635,0%,N,11551001,9304022,2246979,0.1945
2025-11,Customer 12,West Indonesia,General Trade,Retailer,SKU 15,Frozen,1012,42211,34119,45958,0%,N,42717532,34528428,8189104,0.1917
2025-11,Customer 12,West Indonesia,Modern Trade,Retailer,SKU 07,Snack,366,48520,30445,44096,0%,N,17758320,11142870,6615450,0.3725
2025-11,Customer 12,West Indonesia,Online,Retailer,SKU 01,Beverage,1265,22120,16574,22090,0%,Y,27981800,20966110,7015690,0.2507
2025-11,Customer 12,West Indonesia,Modern Trade,Retailer,SKU 08,Snack,513,28661,21816,30728,3%,N,14703093,11191608,3511485,0.2388
2025-11,Customer 12,West Indonesia,General Trade,Retailer,SKU 20,Personal Care,488,13257,10413,13451,3%,N,6469416,5081544,1387872,0.2145
2025-11,Customer 12,West Indonesia,Modern Trade,Retailer,SKU 09,Dairy,147,24616,19047,23730,0%,N,3618552,2799909,818643,0.2262
2025-11,Customer 12,West Indonesia,General Trade,Retailer,SKU 02,Beverage,1167,8878,5471,9693,0%,N,10360626,6384657,3975969,0.3838
2025-11,Customer 12,West Indonesia,Modern Trade,Retailer,SKU 10,Dairy,1249,52968,37366,50704,3%,N,66157032,46670134,19486898,0.2946
2025-11,Customer 12,West Indonesia,General Trade,Retailer,SKU 16,Frozen,803,43952,34544,44586,5%,N,35293456,27738832,7554624,0.2141
2025-11,Customer 13,West Indonesia,Modern Trade,Retailer,SKU 09,Dairy,855,22536,16800,22009,0%,N,19268280,14364000,4904280,0.2545
2025-11,Customer 13,West Indonesia,General Trade,Retailer,SKU 06,Snack,690,24552,17395,25939,0%,N,16940880,12002550,4938330,0.2915
2025-11,Customer 13,West Indonesia,Modern Trade,Retailer,SKU 16,Frozen,1130,49478,33183,44672,3%,N,55910140,37496790,18413350,0.3293
2025-11,Customer 13,West Indonesia,Modern Trade,Retailer,SKU 03,Beverage,1207,45143,34801,44856,0%,Y,54487601,42004807,12482794,0.2291
2025-11,Customer 13,West Indonesia,General Trade,Retailer,SKU 14,Frozen,698,12567,9530,11684,5%,Y,8771766,6651940,2119826,0.2417
2025-11,Customer 13,West Indonesia,General Trade,Retailer,SKU 13,Frozen,945,10172,7360,10860,0%,N,9612540,6955200,2657340,0.2764
2025-11,Customer 13,West Indonesia,Online,Retailer,SKU 11,Dairy,1077,9002,5405,9797,0%,Y,9695154,5821185,3873969,0.3996
2025-11,Customer 13,West Indonesia,General Trade,Retailer,SKU 18,Personal Care,439,29031,23656,28617,3%,N,12744609,10384984,2359625,0.1851
2025-11,Customer 13,West Indonesia,Modern Trade,Retailer,SKU 02,Beverage,327,8825,6221,8129,5%,N,2885775,2034267,851508,0.2951
2025-11,Customer 13,West Indonesia,Modern Trade,Retailer,SKU 15,Frozen,771,43393,34781,43228,0%,N,33456003,26816151,6639852,0.1985
2025-11,Customer 13,West Indonesia,Modern Trade,Retailer,SKU 04,Beverage,375,18150,11409,17361,3%,N,6806250,4278375,2527875,0.3714
2025-11,Customer 13,West Indonesia,General Trade,Retailer,SKU 07,Snack,1175,48477,36056,48600,5%,N,56960475,42365800,14594675,0.2562
2025-11,Customer 13,West Indonesia,Online,Retailer,SKU 01,Beverage,716,23684,15087,21686,3%,N,16957744,10802292,6155452,0.363
2025-11,Customer 13,West Indonesia,Online,Retailer,SKU 17,Personal Care,455,27532,20336,29257,0%,N,12527060,9252880,3274180,0.2614
2025-11,Customer 14,West Indonesia,General Trade,Distributor,SKU 04,Beverage,1074,20502,15364,21663,0%,N,22019148,16500936,5518212,0.2506
2025-11,Customer 14,West Indonesia,General Trade,Distributor,SKU 10,Dairy,505,52847,37713,55686,5%,N,26687735,19045065,7642670,0.2864
2025-11,Customer 14,West Indonesia,General Trade,Distributor,SKU 14,Frozen,1044,12887,8695,12244,0%,N,13454028,9077580,4376448,0.3253
2025-11,Customer 14,West Indonesia,Modern Trade,Distributor,SKU 15,Frozen,745,44862,31003,41256,8%,N,33422190,23097235,10324955,0.3089
2025-11,Customer 14,West Indonesia,Online,Distributor,SKU 20,Personal Care,502,15520,11265,16808,5%,N,7791040,5655030,2136010,0.2742
2025-11,Customer 14,West Indonesia,Online,Distributor,SKU 18,Personal Care,1006,27086,18723,26331,5%,Y,27248516,18835338,8413178,0.3088
2025-11,Customer 14,West Indonesia,Modern Trade,Distributor,SKU 05,Snack,853,13809,9339,15097,5%,Y,11779077,7966167,3812910,0.3237
2025-11,Customer 14,West Indonesia,Modern Trade,Distributor,SKU 08,Snack,1123,32319,22208,30020,0%,N,36294237,24939584,11354653,0.3129
2025-11,Customer 14,West Indonesia,Modern Trade,Distributor,SKU 19,Personal Care,832,34957,24082,37451,0%,N,29084224,20036224,9048000,0.3111
2025-11,Customer 14,West Indonesia,General Trade,Distributor,SKU 02,Beverage,105,8622,7171,8683,0%,N,905310,752955,152355,0.1683
2025-11,Customer 14,West Indonesia,General Trade,Distributor,SKU 07,Snack,496,43967,29344,42737,0%,N,21807632,14554624,7253008,0.3326
2025-11,Customer 14,West Indonesia,General Trade,Distributor,SKU 11,Dairy,74,9023,6704,8813,5%,N,667702,496096,171606,0.257
2025-11,Customer 14,West Indonesia,General Trade,Distributor,SKU 09,Dairy,993,24793,15221,26428,3%,N,24619449,15114453,9504996,0.3861
2025-11,Customer 14,West Indonesia,General Trade,Distributor,SKU 12,Dairy,458,9307,5832,8886,0%,N,4262606,2671056,1591550,0.3734
2025-11,Customer 15,West Indonesia,General Trade,Retailer,SKU 09,Dairy,963,24561,15424,26146,0%,N,23652243,14853312,8798931,0.372
2025-11,Customer 15,West Indonesia,General Trade,Retailer,SKU 03,Beverage,516,42869,34250,46492,0%,N,22120404,17673000,4447404,0.2011
2025-11,Customer 15,West Indonesia,Online,Retailer,SKU 19,Personal Care,444,37620,26191,36908,0%,N,16703280,11628804,5074476,0.3038
2025-11,Customer 15,West Indonesia,Modern Trade,Retailer,SKU 20,Personal Care,1067,14730,11005,14095,5%,N,15716910,11742335,3974575,0.2529
2025-11,Customer 15,West Indonesia,General Trade,Retailer,SKU 18,Personal Care,1216,29588,21529,32037,3%,N,35979008,26179264,9799744,0.2724
2025-11,Customer 15,West Indonesia,General Trade,Retailer,SKU 05,Snack,239,13718,10229,13158,3%,N,3278602,2444731,833871,0.2543
2025-11,Customer 15,West Indonesia,General Trade,Retailer,SKU 07,Snack,905,43078,31402,47289,0%,N,38985590,28418810,10566780,0.271
2025-11,Customer 15,West Indonesia,Modern Trade,Retailer,SKU 04,Beverage,536,18194,14267,19427,8%,N,9751984,7647112,2104872,0.2158
2025-11,Customer 15,West Indonesia,Modern Trade,Retailer,SKU 14,Frozen,133,13864,8986,13481,3%,N,1843912,1195138,648774,0.3518
2025-11,Customer 16,Central Indonesia,General Trade,Retailer,SKU 09,Dairy,1158,24107,15727,24340,0%,N,27915906,18211866,9704040,0.3476
2025-11,Customer 16,Central Indonesia,Online,Retailer,SKU 05,Snack,66,14530,11818,14207,5%,Y,958980,779988,178992,0.1866
2025-11,Customer 16,Central Indonesia,Online,Retailer,SKU 17,Personal Care,891,27322,16549,27809,0%,N,24343902,14745159,9598743,0.3943
2025-11,Customer 16,Central Indonesia,Modern Trade,Retailer,SKU 18,Personal Care,438,26558,17689,28897,3%,N,11632404,7747782,3884622,0.3339
2025-11,Customer 16,Central Indonesia,General Trade,Retailer,SKU 06,Snack,1163,26339,20181,27446,0%,N,30632257,23470503,7161754,0.2338
2025-11,Customer 16,Central Indonesia,Modern Trade,Retailer,SKU 03,Beverage,1009,48432,36997,50703,3%,N,48867888,37329973,11537915,0.2361
2025-11,Customer 16,Central Indonesia,General Trade,Retailer,SKU 13,Frozen,1217,10539,7528,11010,0%,N,12825963,9161576,3664387,0.2857
2025-11,Customer 16,Central Indonesia,General Trade,Retailer,SKU 08,Snack,730,27812,18920,29709,0%,N,20302760,13811600,6491160,0.3197
2025-11,Customer 16,Central Indonesia,Modern Trade,Retailer,SKU 15,Frozen,764,47317,35153,51580,3%,N,36150188,26856892,9293296,0.2571
2025-11,Customer 17,West Indonesia,Modern Trade,Distributor,SKU 02,Beverage,710,9370,7377,9710,0%,Y,6652700,5237670,1415030,0.2127
2025-11,Customer 17,West Indonesia,Modern Trade,Distributor,SKU 05,Snack,890,15014,10187,14238,0%,N,13362460,9066430,4296030,0.3215
2025-11,Customer 17,West Indonesia,Modern Trade,Distributor,SKU 14,Frozen,1031,13997,10720,13406,0%,N,14430907,11052320,3378587,0.2341
2025-11,Customer 17,West Indonesia,Online,Distributor,SKU 06,Snack,924,23726,16029,24993,0%,N,21922824,14810796,7112028,0.3244
2025-11,Customer 17,West Indonesia,Modern Trade,Distributor,SKU 13,Frozen,691,9932,8200,9731,5%,N,6863012,5666200,1196812,0.1744
2025-11,Customer 17,West Indonesia,Modern Trade,Distributor,SKU 18,Personal Care,793,26716,18481,24674,0%,N,21185788,14655433,6530355,0.3082
2025-11,Customer 17,West Indonesia,Modern Trade,Distributor,SKU 09,Dairy,824,24805,17276,22952,0%,N,20439320,14235424,6203896,0.3035
2025-11,Customer 17,West Indonesia,General Trade,Distributor,SKU 15,Frozen,306,48277,29150,45920,3%,Y,14772762,8919900,5852862,0.3962
2025-11,Customer 17,West Indonesia,Modern Trade,Distributor,SKU 03,Beverage,1032,43540,30032,42025,5%,N,44933280,30993024,13940256,0.3102
2025-11,Customer 18,Central Indonesia,General Trade,Retailer,SKU 03,Beverage,838,49126,36579,51843,5%,N,41167588,30653202,10514386,0.2554
2025-11,Customer 18,Central Indonesia,Modern Trade,Retailer,SKU 14,Frozen,695,12620,8676,11935,0%,N,8770900,6029820,2741080,0.3125
2025-11,Customer 18,Central Indonesia,General Trade,Retailer,SKU 20,Personal Care,191,15126,12433,15094,3%,N,2889066,2374703,514363,0.178
2025-11,Customer 18,Central Indonesia,Modern Trade,Retailer,SKU 13,Frozen,253,10058,7361,10642,3%,N,2544674,1862333,682341,0.2681
2025-11,Customer 18,Central Indonesia,Modern Trade,Retailer,SKU 08,Snack,595,28882,23967,31430,8%,N,17184790,14260365,2924425,0.1702
2025-11,Customer 18,Central Indonesia,Modern Trade,Retailer,SKU 12,Dairy,862,8985,6417,8903,0%,N,7745070,5531454,2213616,0.2858
2025-11,Customer 18,Central Indonesia,General Trade,Retailer,SKU 07,Snack,839,46396,30637,42213,0%,N,38926244,25704443,13221801,0.3397
2025-11,Customer 18,Central Indonesia,Online,Retailer,SKU 16,Frozen,712,44509,27626,44287,0%,Y,31690408,19669712,12020696,0.3793
2025-11,Customer 18,Central Indonesia,General Trade,Retailer,SKU 09,Dairy,1208,25212,19762,22801,0%,N,30456096,23872496,6583600,0.2162
2025-11,Customer 18,Central Indonesia,General Trade,Retailer,SKU 18,Personal Care,896,27814,20166,30189,0%,N,24921344,18068736,6852608,0.275
2025-11,Customer 18,Central Indonesia,Modern Trade,Retailer,SKU 19,Personal Care,328,35462,28825,33451,5%,N,11631536,9454600,2176936,0.1872
2025-11,Customer 18,Central Indonesia,Modern Trade,Retailer,SKU 06,Snack,516,23158,17986,25151,5%,N,11949528,9280776,2668752,0.2233
2025-11,Customer 18,Central Indonesia,Online,Retailer,SKU 10,Dairy,977,46915,32698,49156,3%,Y,45835955,31945946,13890009,0.303
2025-11,Customer 18,Central Indonesia,Modern Trade,Retailer,SKU 11,Dairy,314,9050,6483,8990,0%,N,2841700,2035662,806038,0.2836
2025-11,Customer 19,East Indonesia,Online,Distributor,SKU 02,Beverage,107,8581,6082,9353,0%,N,918167,650774,267393,0.2912
2025-11,Customer 19,East Indonesia,Modern Trade,Distributor,SKU 11,Dairy,491,10365,7965,9444,3%,N,5089215,3910815,1178400,0.2315
2025-11,Customer 19,East Indonesia,Modern Trade,Distributor,SKU 09,Dairy,984,25051,18008,26420,0%,N,24650184,17719872,6930312,0.2811
2025-11,Customer 19,East Indonesia,Modern Trade,Distributor,SKU 04,Beverage,1137,18374,14114,16620,0%,N,20891238,16047618,4843620,0.2318
2025-11,Customer 19,East Indonesia,Modern Trade,Distributor,SKU 08,Snack,397,28262,17244,28063,0%,Y,11220014,6845868,4374146,0.3899
2025-11,Customer 19,East Indonesia,Modern Trade,Distributor,SKU 20,Personal Care,775,14395,11590,15336,3%,N,11156125,8982250,2173875,0.1949
2025-11,Customer 19,East Indonesia,General Trade,Distributor,SKU 14,Frozen,721,13589,9875,14921,0%,N,9797669,7119875,2677794,0.2733
2025-11,Customer 19,East Indonesia,General Trade,Distributor,SKU 10,Dairy,822,45580,33945,46136,3%,Y,37466760,27902790,9563970,0.2553
2025-11,Customer 19,East Indonesia,Modern Trade,Distributor,SKU 01,Beverage,397,25003,15270,23878,8%,N,9926191,6062190,3864001,0.3893
2025-11,Customer 19,East Indonesia,General Trade,Distributor,SKU 06,Snack,987,25188,15931,26596,0%,N,24860556,15723897,9136659,0.3675
2025-11,Customer 19,East Indonesia,Modern Trade,Distributor,SKU 16,Frozen,327,45379,31778,48139,5%,N,14838933,10391406,4447527,0.2997
2025-11,Customer 19,East Indonesia,General Trade,Distributor,SKU 19,Personal Care,422,36718,23178,37426,0%,N,15494996,9781116,5713880,0.3688
2025-11,Customer 20,Central Indonesia,Online,Key Account,SKU 20,Personal Care,232,15485,10418,14247,3%,N,3592520,2416976,1175544,0.3272
2025-11,Customer 20,Central Indonesia,Modern Trade,Key Account,SKU 06,Snack,1121,24862,16143,23729,0%,N,27870302,18096303,9773999,0.3507
2025-11,Customer 20,Central Indonesia,General Trade,Key Account,SKU 01,Beverage,961,23219,15845,21244,5%,N,22313459,15227045,7086414,0.3176
2025-11,Customer 20,Central Indonesia,Online,Key Account,SKU 18,Personal Care,438,28514,23453,31024,5%,N,12489132,10272414,2216718,0.1775
2025-11,Customer 20,Central Indonesia,General Trade,Key Account,SKU 11,Dairy,221,10225,6319,9548,0%,N,2259725,1396499,863226,0.382
2025-11,Customer 20,Central Indonesia,General Trade,Key Account,SKU 16,Frozen,1059,45863,32320,44031,0%,N,48568917,34226880,14342037,0.2953
2025-11,Customer 20,Central Indonesia,Modern Trade,Key Account,SKU 14,Frozen,1103,12506,8420,13353,5%,Y,13794118,9287260,4506858,0.3267
2025-11,Customer 20,Central Indonesia,General Trade,Key Account,SKU 19,Personal Care,1194,38159,25324,36178,8%,N,45561846,30236856,15324990,0.3364
2025-11,Customer 20,Central Indonesia,General Trade,Key Account,SKU 03,Beverage,1129,44188,28606,43557,0%,N,49888252,32296174,17592078,0.3526
2025-11,Customer 20,Central Indonesia,Modern Trade,Key Account,SKU 04,Beverage,1084,18676,14059,19104,0%,N,20244784,15239956,5004828,0.2472
2025-11,Customer 20,Central Indonesia,General Trade,Key Account,SKU 07,Snack,615,46050,34106,42327,0%,N,28320750,20975190,7345560,0.2594
2025-11,Customer 21,Central Indonesia,Modern Trade,Retailer,SKU 10,Dairy,304,51235,42395,55377,5%,N,15575440,12888080,2687360,0.1725
2025-11,Customer 21,Central Indonesia,Modern Trade,Retailer,SKU 11,Dairy,423,9929,8062,10250,0%,N,4199967,3410226,789741,0.188
2025-11,Customer 21,Central Indonesia,General Trade,Retailer,SKU 12,Dairy,376,8645,5689,8290,0%,N,3250520,2139064,1111456,0.3419
2025-11,Customer 21,Central Indonesia,Modern Trade,Retailer,SKU 08,Snack,938,30523,18486,29469,0%,Y,28630574,17339868,11290706,0.3944
2025-11,Customer 21,Central Indonesia,Online,Retailer,SKU 15,Frozen,1006,46137,39206,42064,0%,Y,46413822,39441236,6972586,0.1502
2025-11,Customer 21,Central Indonesia,General Trade,Retailer,SKU 05,Snack,54,14356,8799,13704,0%,Y,775224,475146,300078,0.3871
2025-11,Customer 21,Central Indonesia,General Trade,Retailer,SKU 16,Frozen,986,47055,34347,51479,0%,N,46396230,33866142,12530088,0.2701
2025-11,Customer 21,Central Indonesia,General Trade,Retailer,SKU 14,Frozen,894,13377,10296,12656,0%,Y,11959038,9204624,2754414,0.2303
2025-11,Customer 21,Central Indonesia,Online,Retailer,SKU 03,Beverage,68,49789,32817,45489,5%,N,3385652,2231556,1154096,0.3409
2025-11,Customer 21,Central Indonesia,Online,Retailer,SKU 06,Snack,900,24047,14734,23699,0%,N,21642300,13260600,8381700,0.3873
2025-11,Customer 22,West Indonesia,General Trade,Distributor,SKU 17,Personal Care,91,26980,19511,26302,0%,N,2455180,1775501,679679,0.2768
2025-11,Customer 22,West Indonesia,General Trade,Distributor,SKU 14,Frozen,1216,13378,11096,12170,0%,N,16267648,13492736,2774912,0.1706
2025-11,Customer 22,West Indonesia,Modern Trade,Distributor,SKU 10,Dairy,131,51681,33300,49765,0%,N,6770211,4362300,2407911,0.3557
2025-11,Customer 22,West Indonesia,General Trade,Distributor,SKU 03,Beverage,432,43626,32167,43186,0%,N,18846432,13896144,4950288,0.2627
2025-11,Customer 22,West Indonesia,General Trade,Distributor,SKU 01,Beverage,1106,24247,14764,23068,0%,N,26817182,16328984,10488198,0.3911
2025-11,Customer 22,West Indonesia,Modern Trade,Distributor,SKU 02,Beverage,609,9559,6342,10089,5%,N,5821431,3862278,1959153,0.3365
2025-11,Customer 22,West Indonesia,Modern Trade,Distributor,SKU 05,Snack,320,14592,12336,13998,0%,N,4669440,3947520,721920,0.1546
2025-11,Customer 22,West Indonesia,General Trade,Distributor,SKU 07,Snack,1236,46292,37204,41793,8%,N,57216912,45984144,11232768,0.1963
2025-11,Customer 22,West Indonesia,Online,Distributor,SKU 18,Personal Care,346,28019,20001,28348,0%,N,9694574,6920346,2774228,0.2862
2025-11,Customer 22,West Indonesia,Modern Trade,Distributor,SKU 15,Frozen,338,45710,33221,47270,0%,N,15449980,11228698,4221282,0.2732
2025-11,Customer 22,West Indonesia,Online,Distributor,SKU 04,Beverage,729,19828,14285,19450,5%,Y,14454612,10413765,4040847,0.2796
2025-11,Customer 22,West Indonesia,Modern Trade,Distributor,SKU 08,Snack,526,29851,17986,27197,0%,N,15701626,9460636,6240990,0.3975
2025-11,Customer 22,West Indonesia,General Trade,Distributor,SKU 20,Personal Care,225,14532,11479,14591,0%,N,3269700,2582775,686925,0.2101
2025-11,Customer 22,West Indonesia,General Trade,Distributor,SKU 09,Dairy,1055,24122,17311,22741,0%,N,25448710,18263105,7185605,0.2824
2025-11,Customer 23,East Indonesia,General Trade,Retailer,SKU 12,Dairy,872,8936,7218,9096,8%,N,7792192,6294096,1498096,0.1923
2025-11,Customer 23,East Indonesia,General Trade,Retailer,SKU 18,Personal Care,812,29195,23493,26403,0%,N,23706340,19076316,4630024,0.1953
2025-11,Customer 23,East Indonesia,General Trade,Retailer,SKU 09,Dairy,410,22987,17241,22018,5%,N,9424670,7068810,2355860,0.25
2025-11,Customer 23,East Indonesia,General Trade,Retailer,SKU 08,Snack,1209,29405,18512,32065,3%,N,35550645,22381008,13169637,0.3704
2025-11,Customer 23,East Indonesia,General Trade,Retailer,SKU 07,Snack,1221,43150,27047,45931,8%,N,52686150,33024387,19661763,0.3732
2025-11,Customer 23,East Indonesia,Modern Trade,Retailer,SKU 16,Frozen,1180,48703,29955,51477,0%,Y,57469540,35346900,22122640,0.3849
2025-11,Customer 23,East Indonesia,General Trade,Retailer,SKU 15,Frozen,120,48684,31869,44282,3%,N,5842080,3824280,2017800,0.3454
2025-11,Customer 23,East Indonesia,Online,Retailer,SKU 06,Snack,812,26526,19179,24290,5%,N,21539112,15573348,5965764,0.277
2025-11,Customer 24,Central Indonesia,Online,Retailer,SKU 04,Beverage,171,18050,12564,18213,0%,N,3086550,2148444,938106,0.3039
2025-11,Customer 24,Central Indonesia,Modern Trade,Retailer,SKU 14,Frozen,287,13728,10756,13097,8%,Y,3939936,3086972,852964,0.2165
2025-11,Customer 24,Central Indonesia,General Trade,Retailer,SKU 17,Personal Care,292,23815,19350,23684,3%,N,6953980,5650200,1303780,0.1875
2025-11,Customer 24,Central Indonesia,Modern Trade,Retailer,SKU 13,Frozen,1044,9625,6069,10117,0%,N,10048500,6336036,3712464,0.3695
2025-11,Customer 24,Central Indonesia,General Trade,Retailer,SKU 12,Dairy,58,8396,5965,8793,8%,N,486968,345970,140998,0.2895
